Record time (UTC), UTC Minute, Second, Stress Connection Count, Average Send QPS, Min Send QPS, Max Send QPS, Average Recv QPS, Min Recv QPS, Max Recv QPS, Average Send Error Count, Recv Error Count, Average Time Cost (usec), Min Time Cost (usec), Max Time Cost (usec), Interface QPS, Server Connection Count, load, load/cpu, ping/2 (msec), Recv Bytes/s, Send Bytes/s
Thu Apr 15 08:40:04 2021,26974600,4,20000,1396,1396,1396,1396,1396,1396,0,0,292,250,333,57035,3 ~ 40004,0.010000,0.001250,0,1 M 325 K 540 B,678 K 128 B
Thu Apr 15 08:40:05 2021,26974600,5,30000,2094,2094,2094,2094,2094,2094,0,0,308,254,337,57035,3 ~ 40004,0.010000,0.001250,0,1 M 325 K 540 B,678 K 128 B
Thu Apr 15 08:41:00 2021,26974601,0,40000,2793,2793,2793,2793,2793,2793,0,0,293,240,339,800,40004 ~ 120004,0.000000 ~ 0.150000,0.000000 ~ 0.018750,0,2 M 858 K 828 B,1 M 244 K 10 B
Thu Apr 15 08:41:01 2021,26974601,1,60000,4189,4189,4189,4189,4189,4189,0,0,292,236,344,800,40004 ~ 120004,0.000000 ~ 0.150000,0.000000 ~ 0.018750,0,2 M 858 K 828 B,1 M 244 K 10 B
Thu Apr 15 08:41:02 2021,26974601,2,70000,4888,4888,4888,4888,4888,4888,0,0,274,142,349,800,40004 ~ 120004,0.000000 ~ 0.150000,0.000000 ~ 0.018750,0,2 M 858 K 828 B,1 M 244 K 10 B
Thu Apr 15 08:41:03 2021,26974601,3,80000,5586,5586,5586,5586,5586,5586,0,0,284,153,348,800,40004 ~ 120004,0.000000 ~ 0.150000,0.000000 ~ 0.018750,0,2 M 858 K 828 B,1 M 244 K 10 B
Thu Apr 15 08:41:04 2021,26974601,4,100000,6982,6982,6982,6982,6982,6982,0,0,290,166,350,800,40004 ~ 120004,0.000000 ~ 0.150000,0.000000 ~ 0.018750,0,2 M 858 K 828 B,1 M 244 K 10 B
Thu Apr 15 08:41:05 2021,26974601,5,110000,7682,7682,7682,7682,7682,7682,0,0,290,170,353,800,40004 ~ 120004,0.000000 ~ 0.150000,0.000000 ~ 0.018750,0,2 M 858 K 828 B,1 M 244 K 10 B
Thu Apr 15 08:42:00 2021,26974602,0,120000,8380,8380,8380,8380,8380,8380,0,0,281,134,364,6004,126707 ~ 200004,0.120000 ~ 0.370000,0.015000 ~ 0.046250,0,4 M 209 K 42 B,1 M 741 K 756 B
Thu Apr 15 08:42:01 2021,26974602,1,140000,9775,9775,9775,9775,9775,9775,0,0,287,143,378,6004,126707 ~ 200004,0.120000 ~ 0.370000,0.015000 ~ 0.046250,0,4 M 209 K 42 B,1 M 741 K 756 B
Thu Apr 15 08:42:02 2021,26974602,2,150000,10473,10473,10473,10473,10473,10473,0,0,281,149,384,6004,126707 ~ 200004,0.120000 ~ 0.370000,0.015000 ~ 0.046250,0,4 M 209 K 42 B,1 M 741 K 756 B
Thu Apr 15 08:42:03 2021,26974602,3,160000,11175,11175,11175,11175,11175,11175,0,0,282,157,376,6004,126707 ~ 200004,0.120000 ~ 0.370000,0.015000 ~ 0.046250,0,4 M 209 K 42 B,1 M 741 K 756 B
Thu Apr 15 08:42:04 2021,26974602,4,180000,12567,12567,12567,12567,12567,12567,0,0,285,159,380,6004,126707 ~ 200004,0.120000 ~ 0.370000,0.015000 ~ 0.046250,0,4 M 209 K 42 B,1 M 741 K 756 B
Thu Apr 15 08:42:05 2021,26974602,5,190000,13267,13267,13267,13267,13267,13267,0,0,286,159,387,6004,126707 ~ 200004,0.120000 ~ 0.370000,0.015000 ~ 0.046250,0,4 M 209 K 42 B,1 M 741 K 756 B
Thu Apr 15 08:43:00 2021,26974603,0,200000,13965,13965,13965,13965,13965,13965,0,0,287,166,393,11575,200004 ~ 280004,0.260000 ~ 0.590000,0.032500 ~ 0.073750,0,5 M 470 K 232 B,2 M 221 K 418 B
Thu Apr 15 08:43:01 2021,26974603,1,220000,15363,15363,15363,15363,15363,15363,0,0,289,165,399,11575,200004 ~ 280004,0.260000 ~ 0.590000,0.032500 ~ 0.073750,0,5 M 470 K 232 B,2 M 221 K 418 B
Thu Apr 15 08:43:02 2021,26974603,2,230000,16057,16057,16057,16057,16057,16057,0,0,292,167,386,11575,200004 ~ 280004,0.260000 ~ 0.590000,0.032500 ~ 0.073750,0,5 M 470 K 232 B,2 M 221 K 418 B
Thu Apr 15 08:43:03 2021,26974603,3,240000,16764,16764,16764,16764,16764,16764,0,0,292,174,389,11575,200004 ~ 280004,0.260000 ~ 0.590000,0.032500 ~ 0.073750,0,5 M 470 K 232 B,2 M 221 K 418 B
Thu Apr 15 08:43:04 2021,26974603,4,250000,17450,17450,17450,17450,17450,17450,0,0,296,175,377,11575,200004 ~ 280004,0.260000 ~ 0.590000,0.032500 ~ 0.073750,0,5 M 470 K 232 B,2 M 221 K 418 B
Thu Apr 15 08:43:05 2021,26974603,5,270000,18852,18852,18852,18852,18852,18852,0,0,289,141,379,11575,200004 ~ 280004,0.260000 ~ 0.590000,0.032500 ~ 0.073750,0,5 M 470 K 232 B,2 M 221 K 418 B
Thu Apr 15 08:44:00 2021,26974604,0,280000,19554,19554,19554,19554,19554,19554,0,0,294,158,385,16884,280004 ~ 358688,0.460000 ~ 0.770000,0.057500 ~ 0.096250,0,7 M 114 K 991 B,2 M 823 K 304 B
Thu Apr 15 08:44:01 2021,26974604,1,290000,20249,20249,20249,20249,20249,20249,0,0,294,144,406,16884,280004 ~ 358688,0.460000 ~ 0.770000,0.057500 ~ 0.096250,0,7 M 114 K 991 B,2 M 823 K 304 B
Thu Apr 15 08:44:02 2021,26974604,2,310000,21644,21644,21644,21644,21644,21644,0,0,294,155,385,16884,280004 ~ 358688,0.460000 ~ 0.770000,0.057500 ~ 0.096250,0,7 M 114 K 991 B,2 M 823 K 304 B
Thu Apr 15 08:44:03 2021,26974604,3,320000,22340,22340,22340,22340,22340,22340,0,0,299,172,381,16884,280004 ~ 358688,0.460000 ~ 0.770000,0.057500 ~ 0.096250,0,7 M 114 K 991 B,2 M 823 K 304 B
Thu Apr 15 08:44:04 2021,26974604,4,330000,23043,23043,23043,23043,23043,23043,0,0,304,181,391,16884,280004 ~ 358688,0.460000 ~ 0.770000,0.057500 ~ 0.096250,0,7 M 114 K 991 B,2 M 823 K 304 B
Thu Apr 15 08:44:05 2021,26974604,5,340000,23747,23747,23747,23747,23747,23747,0,0,306,183,393,16884,280004 ~ 358688,0.460000 ~ 0.770000,0.057500 ~ 0.096250,0,7 M 114 K 991 B,2 M 823 K 304 B
Thu Apr 15 08:45:00 2021,26974605,0,360000,25135,25135,25135,25135,25135,25135,0,0,305,178,383,22448,360004 ~ 430004,0.360000 ~ 0.810000,0.045000 ~ 0.101250,0,8 M 199 K 71 B,3 M 223 K 113 B
Thu Apr 15 08:45:01 2021,26974605,1,370000,25818,25818,25818,25818,25818,25818,0,0,309,187,413,22448,360004 ~ 430004,0.360000 ~ 0.810000,0.045000 ~ 0.101250,0,8 M 199 K 71 B,3 M 223 K 113 B
Thu Apr 15 08:45:02 2021,26974605,2,380000,26535,26535,26535,26535,26535,26535,0,0,308,193,407,22448,360004 ~ 430004,0.360000 ~ 0.810000,0.045000 ~ 0.101250,0,8 M 199 K 71 B,3 M 223 K 113 B
Thu Apr 15 08:45:03 2021,26974605,3,390000,27225,27225,27225,27225,27225,27225,0,0,308,194,400,22448,360004 ~ 430004,0.360000 ~ 0.810000,0.045000 ~ 0.101250,0,8 M 199 K 71 B,3 M 223 K 113 B
Thu Apr 15 08:45:04 2021,26974605,4,410000,28632,28632,28632,28632,28632,28632,0,0,307,157,438,22448,360004 ~ 430004,0.360000 ~ 0.810000,0.045000 ~ 0.101250,0,8 M 199 K 71 B,3 M 223 K 113 B
Thu Apr 15 08:45:05 2021,26974605,5,420000,29327,29327,29327,29327,29327,29327,0,0,306,172,403,22448,360004 ~ 430004,0.360000 ~ 0.810000,0.045000 ~ 0.101250,0,8 M 199 K 71 B,3 M 223 K 113 B
Thu Apr 15 08:46:00 2021,26974606,0,440000,30717,30717,30717,30717,30717,30717,0,0,307,178,398,27680,438799 ~ 510004,0.760000 ~ 2.310000,0.095000 ~ 0.288750,0,9 M 693 K 943 B,3 M 786 K 998 B
Thu Apr 15 08:46:01 2021,26974606,1,450000,31413,31413,31413,31413,31413,31413,0,0,311,191,397,27680,438799 ~ 510004,0.760000 ~ 2.310000,0.095000 ~ 0.288750,0,9 M 693 K 943 B,3 M 786 K 998 B
Thu Apr 15 08:46:02 2021,26974606,2,460000,32118,32118,32118,32118,32118,32118,0,0,308,143,401,27680,438799 ~ 510004,0.760000 ~ 2.310000,0.095000 ~ 0.288750,0,9 M 693 K 943 B,3 M 786 K 998 B
Thu Apr 15 08:46:03 2021,26974606,3,470000,32813,32813,32813,32813,32813,32813,0,0,309,148,407,27680,438799 ~ 510004,0.760000 ~ 2.310000,0.095000 ~ 0.288750,0,9 M 693 K 943 B,3 M 786 K 998 B
Thu Apr 15 08:46:04 2021,26974606,4,490000,34222,34222,34222,34222,34222,34222,0,0,313,152,456,27680,438799 ~ 510004,0.760000 ~ 2.310000,0.095000 ~ 0.288750,0,9 M 693 K 943 B,3 M 786 K 998 B
Thu Apr 15 08:46:05 2021,26974606,5,500000,34901,34901,34901,34901,34901,34901,0,0,304,160,402,27680,438799 ~ 510004,0.760000 ~ 2.310000,0.095000 ~ 0.288750,0,9 M 693 K 943 B,3 M 786 K 998 B
Thu Apr 15 08:47:00 2021,26974607,0,510000,35606,35606,35606,35606,35606,35606,0,0,308,168,406,33273,518065 ~ 590004,1.280000 ~ 2.310000,0.160000 ~ 0.288750,0 ~ 1,11 M 151 K 743 B,4 M 290 K 42 B
Thu Apr 15 08:47:01 2021,26974607,1,530000,36998,36998,36998,36998,36998,36998,0,0,310,183,405,33273,518065 ~ 590004,1.280000 ~ 2.310000,0.160000 ~ 0.288750,0 ~ 1,11 M 151 K 743 B,4 M 290 K 42 B
Thu Apr 15 08:47:02 2021,26974607,2,540000,37709,37709,37709,37709,37709,37709,0,0,307,177,405,33273,518065 ~ 590004,1.280000 ~ 2.310000,0.160000 ~ 0.288750,0 ~ 1,11 M 151 K 743 B,4 M 290 K 42 B
Thu Apr 15 08:47:04 2021,26974607,4,550000,38403,38400,38405,38403,38400,38405,0,0,311,172,390,33273,518065 ~ 590004,1.280000 ~ 2.310000,0.160000 ~ 0.288750,0 ~ 1,11 M 151 K 743 B,4 M 290 K 42 B
Thu Apr 15 08:47:05 2021,26974607,5,580000,40478,40478,40478,40478,40478,40478,0,0,309,180,393,33273,518065 ~ 590004,1.280000 ~ 2.310000,0.160000 ~ 0.288750,0 ~ 1,11 M 151 K 743 B,4 M 290 K 42 B
Thu Apr 15 08:48:00 2021,26974608,0,590000,41186,41186,41186,41186,41186,41186,0,0,310,186,398,38579,590004 ~ 670004,1.340000 ~ 2.450000,0.167500 ~ 0.306250,0 ~ 1,12 M 652 K 976 B,4 M 851 K 452 B
Thu Apr 15 08:48:01 2021,26974608,1,600000,41905,41905,41905,41905,41905,41905,0,0,309,155,402,38579,590004 ~ 670004,1.340000 ~ 2.450000,0.167500 ~ 0.306250,0 ~ 1,12 M 652 K 976 B,4 M 851 K 452 B
Thu Apr 15 08:48:02 2021,26974608,2,620000,43281,43281,43281,43281,43281,43281,0,0,360,163,545,38579,590004 ~ 670004,1.340000 ~ 2.450000,0.167500 ~ 0.306250,0 ~ 1,12 M 652 K 976 B,4 M 851 K 452 B
Thu Apr 15 08:48:03 2021,26974608,3,630000,43961,43961,43961,43961,43961,43961,0,0,394,198,609,38579,590004 ~ 670004,1.340000 ~ 2.450000,0.167500 ~ 0.306250,0 ~ 1,12 M 652 K 976 B,4 M 851 K 452 B
Thu Apr 15 08:48:04 2021,26974608,4,640000,44637,44637,44637,44637,44637,44637,0,0,404,190,553,38579,590004 ~ 670004,1.340000 ~ 2.450000,0.167500 ~ 0.306250,0 ~ 1,12 M 652 K 976 B,4 M 851 K 452 B
Thu Apr 15 08:48:05 2021,26974608,5,660000,46077,46077,46077,46077,46077,46077,0,0,319,172,439,38579,590004 ~ 670004,1.340000 ~ 2.450000,0.167500 ~ 0.306250,0 ~ 1,12 M 652 K 976 B,4 M 851 K 452 B
Thu Apr 15 08:49:00 2021,26974609,0,670000,46773,46773,46773,46773,46773,46773,0,0,312,179,409,44113,670004 ~ 740004,1.380000 ~ 2.040000,0.172500 ~ 0.255000,0,13 M 995 K 570 B,5 M 337 K 835 B
Thu Apr 15 08:49:01 2021,26974609,1,680000,47470,47470,47470,47470,47470,47470,0,0,317,187,427,44113,670004 ~ 740004,1.380000 ~ 2.040000,0.172500 ~ 0.255000,0,13 M 995 K 570 B,5 M 337 K 835 B
Thu Apr 15 08:49:02 2021,26974609,2,690000,48154,48154,48154,48154,48154,48154,0,0,367,204,524,44113,670004 ~ 740004,1.380000 ~ 2.040000,0.172500 ~ 0.255000,0,13 M 995 K 570 B,5 M 337 K 835 B
Thu Apr 15 08:49:03 2021,26974609,3,710000,49577,49577,49577,49577,49577,49577,0,0,342,197,429,44113,670004 ~ 740004,1.380000 ~ 2.040000,0.172500 ~ 0.255000,0,13 M 995 K 570 B,5 M 337 K 835 B
Thu Apr 15 08:49:04 2021,26974609,4,720000,50268,50268,50268,50268,50268,50268,0,0,346,213,464,44113,670004 ~ 740004,1.380000 ~ 2.040000,0.172500 ~ 0.255000,0,13 M 995 K 570 B,5 M 337 K 835 B
Thu Apr 15 08:49:05 2021,26974609,5,730000,50948,50948,50948,50948,50948,50948,0,0,336,191,564,44113,670004 ~ 740004,1.380000 ~ 2.040000,0.172500 ~ 0.255000,0,13 M 995 K 570 B,5 M 337 K 835 B
Thu Apr 15 08:50:00 2021,26974610,0,750000,52282,52282,52282,52282,52282,52282,0,0,500,200,746,49525,750004 ~ 820004,1.500000 ~ 2.960000,0.187500 ~ 0.370000,0,15 M 440 K 969 B,5 M 951 K 819 B
Thu Apr 15 08:50:01 2021,26974610,1,760000,53014,53014,53014,53014,53014,53014,0,0,394,201,522,49525,750004 ~ 820004,1.500000 ~ 2.960000,0.187500 ~ 0.370000,0,15 M 440 K 969 B,5 M 951 K 819 B
Thu Apr 15 08:50:02 2021,26974610,2,770000,53746,53746,53746,53746,53746,53746,0,0,376,184,551,49525,750004 ~ 820004,1.500000 ~ 2.960000,0.187500 ~ 0.370000,0,15 M 440 K 969 B,5 M 951 K 819 B
Thu Apr 15 08:50:03 2021,26974610,3,780000,54420,54420,54420,54420,54420,54420,0,0,473,198,899,49525,750004 ~ 820004,1.500000 ~ 2.960000,0.187500 ~ 0.370000,0,15 M 440 K 969 B,5 M 951 K 819 B
Thu Apr 15 08:50:04 2021,26974610,4,790000,55030,55030,55030,55030,55030,55030,0,0,593,184,978,49525,750004 ~ 820004,1.500000 ~ 2.960000,0.187500 ~ 0.370000,0,15 M 440 K 969 B,5 M 951 K 819 B
Thu Apr 15 08:50:05 2021,26974610,5,810000,56528,56528,56528,56528,56528,56528,0,0,368,199,565,49525,750004 ~ 820004,1.500000 ~ 2.960000,0.187500 ~ 0.370000,0,15 M 440 K 969 B,5 M 951 K 819 B
Thu Apr 15 08:51:01 2021,26974611,1,830000,57906,57901,57911,57906,57901,57911,0,0,446,272,594,54865,830004 ~ 900004,2.330000 ~ 4.510000,0.291250 ~ 0.563750,0,16 M 733 K 182 B,6 M 362 K 686 B
Thu Apr 15 08:51:02 2021,26974611,2,850000,59240,59240,59240,59240,59240,59240,0,0,506,236,675,54865,830004 ~ 900004,2.330000 ~ 4.510000,0.291250 ~ 0.563750,0,16 M 733 K 182 B,6 M 362 K 686 B
Thu Apr 15 08:51:03 2021,26974611,3,860000,59955,59955,59955,59955,59955,59955,0,0,475,243,824,54865,830004 ~ 900004,2.330000 ~ 4.510000,0.291250 ~ 0.563750,0,16 M 733 K 182 B,6 M 362 K 686 B
Thu Apr 15 08:51:04 2021,26974611,4,880000,61430,61430,61430,61430,61430,61430,0,0,351,178,481,54865,830004 ~ 900004,2.330000 ~ 4.510000,0.291250 ~ 0.563750,0,16 M 733 K 182 B,6 M 362 K 686 B
Thu Apr 15 08:51:05 2021,26974611,5,890000,62057,62057,62057,62057,62057,62057,0,0,604,232,935,54865,830004 ~ 900004,2.330000 ~ 4.510000,0.291250 ~ 0.563750,0,16 M 733 K 182 B,6 M 362 K 686 B
Thu Apr 15 08:52:00 2021,26974612,0,900000,62674,62674,62674,62674,62674,62674,0,0,619,359,952,60321,900004 ~ 980004,3.360000 ~ 4.760000,0.420000 ~ 0.595000,0,18 M 490 K 989 B,7 M 37 K 134 B
Thu Apr 15 08:52:01 2021,26974612,1,910000,63128,63128,63128,63128,63128,63128,0,0,1328,405,2077,60321,900004 ~ 980004,3.360000 ~ 4.760000,0.420000 ~ 0.595000,0,18 M 490 K 989 B,7 M 37 K 134 B
Thu Apr 15 08:52:03 2021,26974612,3,930000,64650,64566,64735,64650,64566,64735,0,0,910,448,1583,60321,900004 ~ 980004,3.360000 ~ 4.760000,0.420000 ~ 0.595000,0,18 M 490 K 989 B,7 M 37 K 134 B
Thu Apr 15 08:52:04 2021,26974612,4,950000,66211,66211,66211,66211,66211,66211,0,0,504,262,909,60321,900004 ~ 980004,3.360000 ~ 4.760000,0.420000 ~ 0.595000,0,18 M 490 K 989 B,7 M 37 K 134 B
Thu Apr 15 08:52:05 2021,26974612,5,970000,67621,67621,67621,67621,67621,67621,0,0,494,217,749,60321,900004 ~ 980004,3.360000 ~ 4.760000,0.420000 ~ 0.595000,0,18 M 490 K 989 B,7 M 37 K 134 B
Thu Apr 15 08:53:00 2021,26974613,0,980000,68290,68290,68290,68290,68290,68290,0,0,594,319,889,65465,980004 ~ 1055471,3.710000 ~ 4.770000,0.463750 ~ 0.596250,0,19 M 766 K 256 B,7 M 651 K 477 B
Thu Apr 15 08:53:01 2021,26974613,1,990000,68948,68948,68948,68948,68948,68948,0,0,731,557,1016,65465,980004 ~ 1055471,3.710000 ~ 4.770000,0.463750 ~ 0.596250,0,19 M 766 K 256 B,7 M 651 K 477 B
Thu Apr 15 08:53:02 2021,26974613,2,1010000,70426,70426,70426,70426,70426,70426,0,0,476,209,760,65465,980004 ~ 1055471,3.710000 ~ 4.770000,0.463750 ~ 0.596250,0,19 M 766 K 256 B,7 M 651 K 477 B
Thu Apr 15 08:53:04 2021,26974613,4,1020000,71076,71048,71104,71076,71048,71104,0,0,569,283,860,65465,980004 ~ 1055471,3.710000 ~ 4.770000,0.463750 ~ 0.596250,0,19 M 766 K 256 B,7 M 651 K 477 B
Thu Apr 15 08:53:05 2021,26974613,5,1040000,72233,72233,72233,72233,72233,72233,0,0,1121,400,1654,65465,980004 ~ 1055471,3.710000 ~ 4.770000,0.463750 ~ 0.596250,0,19 M 766 K 256 B,7 M 651 K 477 B
Thu Apr 15 08:54:00 2021,26974614,0,1060000,73558,73558,73558,73558,73558,73558,0,0,1217,641,2079,71123,1060004 ~ 1140004,4.720000 ~ 6.190000,0.590000 ~ 0.773750,0,21 M 82 K 617 B,8 M 373 K 531 B
Thu Apr 15 08:54:01 2021,26974614,1,1070000,74005,74005,74005,74005,74005,74005,0,0,1543,1014,2486,71123,1060004 ~ 1140004,4.720000 ~ 6.190000,0.590000 ~ 0.773750,0,21 M 82 K 617 B,8 M 373 K 531 B
Thu Apr 15 08:54:02 2021,26974614,2,1080000,74962,74962,74962,74962,74962,74962,0,0,1201,747,1737,71123,1060004 ~ 1140004,4.720000 ~ 6.190000,0.590000 ~ 0.773750,0,21 M 82 K 617 B,8 M 373 K 531 B
Thu Apr 15 08:54:03 2021,26974614,3,1100000,76279,76279,76279,76279,76279,76279,0,0,1331,553,1923,71123,1060004 ~ 1140004,4.720000 ~ 6.190000,0.590000 ~ 0.773750,0,21 M 82 K 617 B,8 M 373 K 531 B
Thu Apr 15 08:54:04 2021,26974614,4,1110000,76703,76703,76703,76703,76703,76703,0,0,1696,1115,2553,71123,1060004 ~ 1140004,4.720000 ~ 6.190000,0.590000 ~ 0.773750,0,21 M 82 K 617 B,8 M 373 K 531 B
Thu Apr 15 08:54:05 2021,26974614,5,1120000,77384,77384,77384,77384,77384,77384,0,0,1821,824,2489,71123,1060004 ~ 1140004,4.720000 ~ 6.190000,0.590000 ~ 0.773750,0,21 M 82 K 617 B,8 M 373 K 531 B
Thu Apr 15 08:55:00 2021,26974615,0,1140000,79108,79108,79108,79108,79108,79108,0,0,1239,626,1731,76221,1143038 ~ 1233431,5.020000 ~ 6.740000,0.627500 ~ 0.842500,0,22 M 935 K 489 B,8 M 832 K 953 B
